C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_48_169.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_48_169.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_48_169.jpg, 0, 0, 0, 7.421946
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_48_272.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_48_272.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_48_272.jpg, 0, 0, 0, 7.345772
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_48_378.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_48_378.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_48_378.jpg, 0, 0, 0, 7.270403
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_48_487.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_48_487.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_48_487.jpg, 0, 0.06925453, 0, 7.169726
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_48_591.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_48_591.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_48_591.jpg, 0, 0.3795831, 0, 6.739605
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_48_701.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_48_701.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_48_701.jpg, 0, 0.6774884, 0, 5.978508
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_48_806.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_48_806.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_48_806.jpg, 0, 1, 0, 4.574284
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_48_906.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_48_906.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_48_906.jpg, 0, 1, 0, 3.304364
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_49_012.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_49_012.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_49_012.jpg, 0, 1, 0, 2.103917
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_49_112.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_49_112.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_49_112.jpg, 0, 1, 0, 0.9037106
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_49_223.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_49_223.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_49_223.jpg, 0, 1, 0, 0.3981299
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_49_332.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_49_332.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_49_332.jpg, 0, 1, 0, 1.435427
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_49_436.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_49_436.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_49_436.jpg, 0, 1, 0, 2.433315
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_49_543.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_49_543.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_49_543.jpg, 0, 1, 0, 3.766093
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_49_653.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_49_653.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_49_653.jpg, 0, 1, 0, 4.927485
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_49_756.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_49_756.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_49_756.jpg, 0, 1, 0, 6.077796
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_49_867.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_49_867.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_49_867.jpg, 0, 1, 0, 7.443159
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_49_978.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_49_978.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_49_978.jpg, 0, 1, 0, 8.568415
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_50_086.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_50_086.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_50_086.jpg, 0, 1, 0, 9.910125
C:\Users\name\Downloads\IMG\center_2020_08_07_16_50_50_199.jpg, C:\Users\name\Downloads\IMG\left_2020_08_07_16_50_50_199.jpg, C:\Users\name\Downloads\IMG\right_2020_08_07_16_50_50_199.jpg, 0, 1, 0, 11.01513
